gene_id	gene_name	omims	omim_id
ENSG00000081248	CACNA1S	CACNA1S (MALIGNANT HYPERTHERMIA, SUSCEPTIBILITY TO, 5; MHS5)	601887
ENSG00000179348	GATA2	GATA2 (LEUKEMIA, ACUTE MYELOID; AML;;LEUKEMIA, ACUTE MYELOGENOUS LEUKEMIA, ACUTE MYELOID, SUSCEPTIBILITY TO, INCLUDED)	601626
ENSG00000179348	GATA2	GATA2 (LYMPHEDEMA, PRIMARY, WITH MYELODYSPLASIA;;EMBERGER SYNDROME)	614038
ENSG00000179348	GATA2	GATA2 (IMMUNODEFICIENCY 21; IMD21;;DENDRITIC CELL, MONOCYTE, B LYMPHOCYTE, AND NATURAL KILLER LYMPHOCYTE DEFICIENCY; DCML;;MONOCYTOPENIA AND MYCOBACTERIAL INFECTION SYNDROME; MONOMAC;;MONOCYTOPENIA WITH SUSCEPTIBILITY TO MYCOBACTERIAL, FUNGAL, AND PAPILLOM /.../ INFECTIONS AND MYELODYSPLASIA;;COMBINED IMMUNODEFICIENCY WITH SUSCEPTIBILITY TO MYCOBACTERIAL, VIRAL, AND FUNGAL INFECTIONS;;GATA2 DEFICIENCY)	614172
ENSG00000179348	GATA2	GATA2 (MYELODYSPLASTIC SYNDROME; MDS;;MYELODYSPLASTIC SYNDROME, SUSCEPTIBILITY TO, INCLUDED)	614286
ENSG00000163702	IL17RC	IL17RC (CANDIDIASIS, FAMILIAL, 9; CANDF9)	616445
ENSG00000116984	MTR	MTR (HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, cblG COMPLEMENTATION TYPE; HMAG;;HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA DUE TO DEFECT IN COBALAMIN METABOLISM, cblG COMPLEMENTATION TYPE;;METHYLCOBALAMIN DEFICIENCY, cblG TYPE;;METHIONINE SYNTHASE DEFICIENCY)	250940
ENSG00000116984	MTR	MTR (NEURAL TUBE DEFECTS, FOLATE-SENSITIVE; NTDFS;;NTD, FOLATE-SENSITIVE  SPINA BIFIDA, FOLATE-SENSITIVE, INCLUDED)	601634
ENSG00000064933	PMS1	PMS1 (LYNCH SYNDROME I;;COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 1; HNPCC1;;COLON CANCER, FAMILIAL NONPOLYPOSIS, TYPE 1; FCC1;;COCA1 LYNCH SYNDROME II, INCLUDED)	120435
ENSG00000196187	TMEM63A	TMEM63A (LEUKODYSTROPHY, HYPOMYELINATING, 19, TRANSIENT INFANTILE; HLD19)	618688
ENSG00000163933	RFT1	RFT1 (CONGENITAL DISORDER OF GLYCOSYLATION, TYPE In; CDG1N;;CDG In; CDGIn)	612015
ENSG00000163932	PRKCD	PRKCD (AUTOIMMUNE LYMPHOPROLIFERATIVE SYNDROME, TYPE III; ALPS3;;IMMUNODEFICIENCY, COMMON VARIABLE, 9, FORMERLY; CVID9, FORMERLY)	615559
ENSG00000187010	RHD	RHD (HEMOLYTIC DISEASE OF FETUS AND NEWBORN, RH-INDUCED; HDFNRH;;RH FETOMATERNAL INCOMPATIBILITY;;RH DISEASE)	619462
ENSG00000144659	SLC25A38	SLC25A38 (ANEMIA, SIDEROBLASTIC, 2, PYRIDOXINE-REFRACTORY; SIDBA2)	205950
ENSG00000030066	NUP160	NUP160 (NEPHROTIC SYNDROME, TYPE 19; NPHS19)	618178
ENSG00000168329	CX3CR1	CX3CR1 (CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 1;;CHDS1)	607339
ENSG00000168329	CX3CR1	CX3CR1 (HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO;;HIV-1, SUSCEPTIBILITY TO HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, RESISTANCE TO, INCLUDED;;HIV-1, RESISTANCE TO, INCLUDED;;ACQUIRED IMMUNODEFICIENCY SYNDROME, PROGRESSION TO, INCLUDED;;AIDS, PROGRE /.../TO, INCLUDED)	609423
ENSG00000168329	CX3CR1	CX3CR1 (MACULAR DEGENERATION, AGE-RELATED, 12; ARMD12)	613784
ENSG00000149428	HYOU1	HYOU1 (IMMUNODEFICIENCY 59 AND HYPOGLYCEMIA; IMD59;;GRANULOCYTOPENIA WITH IMMUNOGLOBULIN ABNORMALITY)	233600
ENSG00000163913	IFT122	IFT122 (CRANIOECTODERMAL DYSPLASIA 1; CED1;;SENSENBRENNER SYNDROME;;LEVIN SYNDROME I)	218330
ENSG00000138018	SELENOI	SELENOI (SPASTIC PARAPLEGIA 81, AUTOSOMAL RECESSIVE; SPG81)	618768
ENSG00000050405	LIMA1	LIMA1 (LOW DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 8; LDLCQ8)	618079
ENSG00000086288	NME8	NME8 (CILIARY DYSKINESIA, PRIMARY, 6; CILD6)	610852
ENSG00000137513	NARS2	NARS2 (COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 24; COXPD24)	616239
ENSG00000137513	NARS2	NARS2 (DEAFNESS, AUTOSOMAL RECESSIVE 94; DFNB94)	618434
ENSG00000168036	CTNNB1	CTNNB1 (COLORECTAL CANCER; CRC;;COLON CANCER)	114500
ENSG00000168036	CTNNB1	CTNNB1 (HEPATOCELLULAR CARCINOMA;;HCC;;CANCER, HEPATOCELLULAR;;LIVER CANCER;;LIVER CELL CARCINOMA; LCC;;HEPATOMA HEPATOBLASTOMA, INCLUDED;;HEPATOBLASTOMA CAUSED BY SOMATIC MUTATION, INCLUDED)	114550
ENSG00000168036	CTNNB1	CTNNB1 (PILOMATRIXOMA;;PILOMATRICOMA; PTR;;EPITHELIOMA CALCIFICANS OF MALHERBE)	132600
ENSG00000168036	CTNNB1	CTNNB1 (MEDULLOBLASTOMA; MDB)	155255
ENSG00000168036	CTNNB1	CTNNB1 (OVARIAN CANCER OVARIAN CANCER, EPITHELIAL, INCLUDED)	167000
ENSG00000168036	CTNNB1	CTNNB1 (NEURODEVELOPMENTAL DISORDER WITH SPASTIC DIPLEGIA AND VISUAL DEFECTS; NEDSDV;;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19, FORMERLY; MRD19, FORMERLY)	615075
ENSG00000168036	CTNNB1	CTNNB1 (EXUDATIVE VITREORETINOPATHY 7; EVR7)	617572
ENSG00000198860	TSEN15	TSEN15 (PONTOCEREBELLAR HYPOPLASIA, TYPE 2F; PCH2F)	617026
ENSG00000198400	NTRK1	NTRK1 (INSENSITIVITY TO PAIN, CONGENITAL, WITH ANHIDROSIS; CIPA;;NEUROPATHY, CONGENITAL SENSORY, WITH ANHIDROSIS;;HEREDITARY SENSORY AND AUTONOMIC NEUROPATHY IV; HSAN4;;HSAN IV;;FAMILIAL DYSAUTONOMIA, TYPE II)	256800
ENSG00000164818	DNAAF5	DNAAF5 (CILIARY DYSKINESIA, PRIMARY, 18; CILD18;;CILIARY DYSKINESIA, PRIMARY, 18, WITH OR WITHOUT SITUS INVERSUS)	614874
ENSG00000171303	KCNK3	KCNK3 (PULMONARY HYPERTENSION, PRIMARY, 4; PPH4)	615344
ENSG00000179915	NRXN1	NRXN1 (PITT-HOPKINS-LIKE SYNDROME 2; PTHSL2)	614325
ENSG00000179915	NRXN1	NRXN1 (CHROMOSOME 2p16.3 DELETION SYNDROME SCHIZOPHRENIA 17, INCLUDED; SCZD17, INCLUDED)	614332
ENSG00000155816	FMN2	FMN2 (INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 47; MRT47;;MENTAL RETARDATION, AUTOSOMAL RECESSIVE 47)	616193
ENSG00000128573	FOXP2	FOXP2 (SPEECH-LANGUAGE DISORDER 1; SPCH1;;CHILDHOOD APRAXIA OF SPEECH; CAS;;DEVELOPMENTAL VERBAL DYSPRAXIA; DVD;;SPEECH AND LANGUAGE DISORDER WITH OROFACIAL DYSPRAXIA)	602081
ENSG00000180875	GREM2	GREM2 (TOOTH AGENESIS, SELECTIVE, 9; STHAG9)	617275
ENSG00000143382	ADAMTSL4	ADAMTSL4 (ECTOPIA LENTIS 2, ISOLATED, AUTOSOMAL RECESSIVE; ECTOL2)	225100
ENSG00000143382	ADAMTSL4	ADAMTSL4 (ECTOPIA LENTIS ET PUPILLAE;;ECTOPIA LENTIS WITH ECTOPIA OF PUPIL)	225200
ENSG00000108561	C1QBP	C1QBP (COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33; COXPD33)	617713
ENSG00000254647	INS	INS (TYPE 1 DIABETES MELLITUS 2; T1D2;;DIABETES MELLITUS, INSULIN-DEPENDENT, 2; IDDM2;;INSULIN-DEPENDENT DIABETES MELLITUS 2)	125852
ENSG00000254647	INS	INS (MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 10; MODY10)	613370
ENSG00000254647	INS	INS (HYPERPROINSULINEMIA)	616214
ENSG00000254647	INS	INS (DIABETES MELLITUS, PERMANENT NEONATAL, 4; PNDM4)	618858
ENSG00000115355	CCDC88A	CCDC88A (PEHO-LIKE SYNDROME; PEHOL;;PROGRESSIVE ENCEPHALOPATHY WITH EDEMA, HYPSARRHYTHMIA, AND OPTIC ATROPHY-LIKE SYNDROME)	617507
ENSG00000180176	TH	TH (SEGAWA SYNDROME, AUTOSOMAL RECESSIVE;;PARKINSONISM, INFANTILE, AUTOSOMAL RECESSIVE;;DYSTONIA, DOPA-RESPONSIVE, AUTOSOMAL RECESSIVE;;DOPA-RESPONSIVE DYSTONIA, AUTOSOMAL RECESSIVE;;TYROSINE HYDROXYLASE DEFICIENCY)	605407
ENSG00000108559	NUP88	NUP88 (FETAL AKINESIA DEFORMATION SEQUENCE 4; FADS4)	618393
ENSG00000196329	GIMAP5	GIMAP5 (PORTAL HYPERTENSION, NONCIRRHOTIC, 2; NCPH2)	619463
ENSG00000106012	IQCE	IQCE (POLYDACTYLY, POSTAXIAL, TYPE A7; PAPA7)	617642
ENSG00000141378	PTRH2	PTRH2 (NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET 1; IMNEPD1;;IMNEPD)	616263
ENSG00000141367	CLTC	CLTC (INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 56; MRD56;;MENTAL RETARDATION, AUTOSOMAL DOMINANT 56)	617854
ENSG00000139180	NDUFA9	NDUFA9 (MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 26; MC1DN26)	618247
ENSG00000182606	TRAK1	TRAK1 (DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 68; DEE68;;EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 68; EIEE68)	618201
ENSG00000111262	KCNA1	KCNA1 (EPISODIC ATAXIA, TYPE 1; EA1;;EPISODIC ATAXIA WITH MYOKYMIA; EAM;;ATAXIA, EPISODIC, WITH MYOKYMIA; AEM; AEMK;;PAROXYSMAL ATAXIA WITH NEUROMYOTONIA, HEREDITARY;;MYOKYMIA WITH PERIODIC ATAXIA MYOKYMIA 1, INCLUDED;;CONTINUOUS MUSCLE FIBER ACTIVITY, HER /.../Y, INCLUDED;;ISAACS-MERTENS SYNDROME, INCLUDED;;MYOKYMIA 1 WITH OR WITHOUT HYPOMAGNESEMIA, INCLUDED)	160120
ENSG00000177990	DPY19L2	DPY19L2 (SPERMATOGENIC FAILURE 9; SPGF9;;GLOBOZOOSPERMIA, COMPLETE;;GLOBOZOOSPERMIA, TOTAL)	613958
ENSG00000163374	YY1AP1	YY1AP1 (GRANGE SYNDROME; GRNG;;ARTERIAL OCCLUSIVE DISEASE, PROGRESSIVE, WITH HYPERTENSION, HEART DEFECTS, BONE FRAGILITY, AND BRACHYSYNDACTYLY;;GRANGE OCCLUSIVE ARTERIAL SYNDROME)	602531
ENSG00000167941	SOST	SOST (CRANIODIAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT; CDD)	122860
ENSG00000167941	SOST	SOST (SCLEROSTEOSIS 1; SOST1;;SOST;;CORTICAL HYPEROSTOSIS WITH SYNDACTYLY)	269500
ENSG00000167286	CD3D	CD3D (IMMUNODEFICIENCY 19; IMD19;;CD3-DELTA DEFICIENCY;;SEVERE COMBINED IMMUNODEFICIENCY, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-POSITIVE;;SCID, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-POSITIVE)	615617
ENSG00000160654	CD3G	CD3G (IMMUNODEFICIENCY 17; IMD17;;CD3-GAMMA DEFICIENCY;;SCID-LIKE IMMUNODEFICIENCY, T CELL-PARTIAL, B CELL-POSITIVE, NK CELL-POSITIVE)	615607
ENSG00000196935	SRGAP1	SRGAP1 (THYROID CANCER, NONMEDULLARY, 2; NMTC2)	188470
ENSG00000136238	RAC1	RAC1 (INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 48; MRD48;;MENTAL RETARDATION, AUTOSOMAL DOMINANT 48)	617751
ENSG00000162129	CLPB	CLPB (3-@METHYLGLUTACONIC ACIDURIA, TYPE VIIB; MGCA7B;;MGCA7;;3-@METHYLGLUTACONIC ACIDURIA WITH CATARACTS, NEUROLOGIC INVOLVEMENT, AND NEUTROPENIA, AUTOSOMAL RECESSIVE; MEGCANN)	616271
ENSG00000162129	CLPB	CLPB (NEUTROPENIA, SEVERE CONGENITAL, 9, AUTOSOMAL DOMINANT; SCN9)	619813
ENSG00000162129	CLPB	CLPB (3-@METHYLGLUTACONIC ACIDURIA, TYPE VIIA; MGCA7A;;3-@METHYLGLUTACONIC ACIDURIA WITH NEUROLOGIC INVOLVEMENT AND NEUTROPENIA, AUTOSOMAL DOMINANT)	619835
ENSG00000009950	MLXIPL	MLXIPL (WILLIAMS-BEUREN SYNDROME; WBS;;CHROMOSOME 7q11.23 DELETION SYNDROME, 1.5- TO 1.8-MB;;WILLIAMS SYNDROME; WMS; WS)	194050
ENSG00000111732	AICDA	AICDA (IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 2; HIGM2;;HYPER-IgM SYNDROME 2)	605258
ENSG00000157103	SLC6A1	SLC6A1 (MYOCLONIC-ATONIC EPILEPSY; MAE)	616421
ENSG00000106460	TMEM106B	TMEM106B (LEUKODYSTROPHY, HYPOMYELINATING, 16; HLD16)	617964
ENSG00000089818	NECAP1	NECAP1 (DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 21; DEE21;;EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 21; EIEE21)	615833
ENSG00000199158	MIR96	MIR96 (DEAFNESS, AUTOSOMAL DOMINANT 50; DFNA50)	613074
ENSG00000277632	CCL3	CCL3 (HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO;;HIV-1, SUSCEPTIBILITY TO HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, RESISTANCE TO, INCLUDED;;HIV-1, RESISTANCE TO, INCLUDED;;ACQUIRED IMMUNODEFICIENCY SYNDROME, PROGRESSION TO, INCLUDED;;AIDS, PROGRE /.../TO, INCLUDED)	609423
ENSG00000196367	TRRAP	TRRAP (DEVELOPMENTAL DELAY WITH OR WITHOUT DYSMORPHIC FACIES AND AUTISM; DEDDFA)	618454
ENSG00000196367	TRRAP	TRRAP (DEAFNESS, AUTOSOMAL DOMINANT 75; DFNA75)	618778
ENSG00000276085	CCL3L3	CCL3L3 (HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO;;HIV-1, SUSCEPTIBILITY TO HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, RESISTANCE TO, INCLUDED;;HIV-1, RESISTANCE TO, INCLUDED;;ACQUIRED IMMUNODEFICIENCY SYNDROME, PROGRESSION TO, INCLUDED;;AIDS, PROGRE /.../TO, INCLUDED)	609423
ENSG00000168264	IRF2BP2	IRF2BP2 (IMMUNODEFICIENCY, COMMON VARIABLE, 14; CVID14)	617765
ENSG00000163527	STT3B	STT3B (CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ix; CDG1X;;CDG Ix; CDGIx)	615597
ENSG00000149823	VPS51	VPS51 (PONTOCEREBELLAR HYPOPLASIA, TYPE 13; PCH13)	618606
ENSG00000170004	CHD3	CHD3 (SNIJDERS BLOK-CAMPEAU SYNDROME; SNIBCPS;;INTELLECTUAL DEVELOPMENTAL DISORDER WITH MACROCEPHALY, SPEECH DELAY, AND DYSMORPHIC FACIES; IDDMSF)	618205
ENSG00000036257	CUL3	CUL3 (PSEUDOHYPOALDOSTERONISM, TYPE IIE; PHA2E)	614496
ENSG00000036257	CUL3	CUL3 (NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT AUTISM OR SEIZURES; NEDAUS)	619239
ENSG00000198001	IRAK4	IRAK4 (IMMUNODEFICIENCY 67; IMD67;;IRAK4 DEFICIENCY; IKAK4D;;INVASIVE PNEUMOCOCCAL DISEASE, RECURRENT ISOLATED; IPD INVASIVE PNEUMOCOCCAL DISEASE, PROTECTION AGAINST, INCLUDED)	607676
ENSG00000152642	GPD1L	GPD1L (BRUGADA SYNDROME 2; BRGDA2)	611777
ENSG00000186487	MYT1L	MYT1L (INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 39; MRD39;;MENTAL RETARDATION, AUTOSOMAL DOMINANT 39;;MENTAL RETARDATION, AUTOSOMAL DOMINANT 39, AND OBESITY CHROMOSOME 2p25.3 DELETION SYNDROME, INCLUDED;;CHROMOSOME 2p25.3 DUPLICATION SYNDROM /.../LUDED)	616521
ENSG00000163608	NEPRO	NEPRO (ANAUXETIC DYSPLASIA 3; ANXD3)	618853
ENSG00000014216	CAPN1	CAPN1 (SPASTIC PARAPLEGIA 76, AUTOSOMAL RECESSIVE; SPG76)	616907
ENSG00000123473	STIL	STIL (MICROCEPHALY 7, PRIMARY, AUTOSOMAL RECESSIVE; MCPH7)	612703
ENSG00000151577	DRD3	DRD3 (SCHIZOPHRENIA; SCZD;;SCHIZOPHRENIA WITH OR WITHOUT AN AFFECTIVE DISORDER)	181500
ENSG00000151577	DRD3	DRD3 (TREMOR, HEREDITARY ESSENTIAL, 1; ETM1;;TREMOR, FAMILIAL ESSENTIAL, 1; FET1)	190300
ENSG00000170442	KRT86	KRT86 (MONILETHRIX; MNLIX)	158000
ENSG00000205426	KRT81	KRT81 (MONILETHRIX; MNLIX)	158000
ENSG00000170523	KRT83	KRT83 (MONILETHRIX; MNLIX)	158000
ENSG00000170523	KRT83	KRT83 (ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 5; EKVP5)	617756
ENSG00000135443	KRT85	KRT85 (ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE; ECTD4;;ECTODERMAL DYSPLASIA, 'PURE' HAIR/NAIL TYPE)	602032
ENSG00000170893	TRH	TRH (THYROTROPIN-RELEASING HORMONE DEFICIENCY;;TRH DEFICIENCY;;HYPOTHALAMIC HYPOTHYROIDISM)	275120
ENSG00000170454	KRT75	KRT75 (PSEUDOFOLLICULITIS BARBAE;;PFB;;PILI INCARNATI;;INGROWN HAIRS)	612318
ENSG00000020129	NCDN	NCDN (NEURODEVELOPMENTAL DISORDER WITH INFANTILE EPILEPTIC SPASMS; NEDIES)	619373
ENSG00000185479	KRT6B	KRT6B (PACHYONYCHIA CONGENITA 4; PC4)	615728
ENSG00000170465	KRT6C	KRT6C (PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL OR DIFFUSE; PPKNEFD)	615735
ENSG00000205420	KRT6A	KRT6A (PACHYONYCHIA CONGENITA 3; PC3)	615726
ENSG00000186081	KRT5	KRT5 (EPIDERMOLYSIS BULLOSA SIMPLEX 1A, GENERALIZED SEVERE; EBS1A;;EPIDERMOLYSIS BULLOSA SIMPLEX 1A, DOWLING-MEARA TYPE;;EPIDERMOLYSIS BULLOSA SIMPLEX, DOWLING-MEARA TYPE; EBSDM;;EPIDERMOLYSIS BULLOSA HERPETIFORMIS, DOWLING-MEARA TYPE)	131760
ENSG00000186081	KRT5	KRT5 (EPIDERMOLYSIS BULLOSA SIMPLEX 2F, WITH MOTTLED PIGMENTATION; EBS2F;;EPIDERMOLYSIS BULLOSA SIMPLEX WITH MOTTLED PIGMENTATION; EBSMP;;SPECKLED HYPERPIGMENTATION WITH PUNCTATE PALMOPLANTAR KERATOSES AND CHILDHOOD BLISTERING)	131960
ENSG00000186081	KRT5	KRT5 (DOWLING-DEGOS DISEASE 1; DDD1;;DDD;;RETICULAR PIGMENT ANOMALY OF FLEXURES)	179850
ENSG00000186081	KRT5	KRT5 (EPIDERMOLYSIS BULLOSA SIMPLEX 2E, WITH MIGRATORY CIRCINATE ERYTHEMA; EBS2E;;EPIDERMOLYSIS BULLOSA SIMPLEX WITH MIGRATORY CIRCINATE ERYTHEMA)	609352
ENSG00000186081	KRT5	KRT5 (EPIDERMOLYSIS BULLOSA SIMPLEX 2A, GENERALIZED SEVERE; EBS2A;;EPIDERMOLYSIS BULLOSA SIMPLEX 2A, DOWLING-MEARA TYPE)	619555
ENSG00000186081	KRT5	KRT5 (EPIDERMOLYSIS BULLOSA SIMPLEX 2B, GENERALIZED INTERMEDIATE; EBS2B;;EPIDERMOLYSIS BULLOSA SIMPLEX 2B, KOEBNER TYPE)	619588
ENSG00000186081	KRT5	KRT5 (EPIDERMOLYSIS BULLOSA SIMPLEX 2C, LOCALIZED; EBS2C;;EPIDERMOLYSIS BULLOSA SIMPLEX 2C, WEBER-COCKAYNE TYPE)	619594
ENSG00000186081	KRT5	KRT5 (EPIDERMOLYSIS BULLOSA SIMPLEX 2D, GENERALIZED, INTERMEDIATE OR SEVERE, AUTOSOMAL RECESSIVE; EBS2D)	619599
ENSG00000168028	RPSA	RPSA (ASPLENIA, ISOLATED CONGENITAL; ICAS;;HYPOSPLENIA, ISOLATED CONGENITAL;;SPLENIC HYPOPLASIA;;ASPLENIA, FAMILIAL)	271400
ENSG00000139648	KRT71	KRT71 (HYPOTRICHOSIS 13; HYPT13;;HYPOTRICHOSIS WITH WOOLLY HAIR)	615896
ENSG00000170484	KRT74	KRT74 (WOOLLY HAIR, AUTOSOMAL DOMINANT; ADWH)	194300
ENSG00000170484	KRT74	KRT74 (HYPOTRICHOSIS 3; HYPT3;;HYPOTRICHOSIS SIMPLEX OF THE SCALP 2; HTSS2)	613981
ENSG00000170484	KRT74	KRT74 (ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE; ECTD7)	614929
ENSG00000186603	HPDL	HPDL (NEURODEVELOPMENTAL DISORDER WITH PROGRESSIVE SPASTICITY AND BRAIN WHITE MATTER ABNORMALITIES; NEDSWMA;;CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 1, FORMERLY; CPSQ1, FORMERLY)	619026
ENSG00000186603	HPDL	HPDL (SPASTIC PARAPLEGIA 83, AUTOSOMAL RECESSIVE; SPG83)	619027
ENSG00000115904	SOS1	SOS1 (FIBROMATOSIS, GINGIVAL, 1; GINGF1;;GINGF;;GGF1;;FIBROMATOSIS, GINGIVAL, HEREDITARY; HGF)	135300
ENSG00000115904	SOS1	SOS1 (NOONAN SYNDROME 4; NS4)	610733
ENSG00000155974	GRIP1	GRIP1 (FRASER SYNDROME 3; FRASRS3)	617667
ENSG00000162430	SELENON	SELENON (MYOPATHY, CONGENITAL, WITH FIBER-TYPE DISPROPORTION; CFTD;;FIBER-TYPE DISPROPORTION MYOPATHY, CONGENITAL; CFTDM)	255310
ENSG00000162430	SELENON	SELENON (RIGID SPINE MUSCULAR DYSTROPHY 1; RSMD1;;RIGID SPINE SYNDROME; RSS;;MYOPATHY, SEPN1-RELATED;;MUSCULAR DYSTROPHY, CONGENITAL, MEROSIN-POSITIVE, WITH EARLY SPINE RIGIDITY; MDRS1;;MULTICORE MYOPATHY, SEVERE CLASSIC FORM;;MINICORE MYOPATHY, SEVERE CLASS /.../M;;MULTIMINICORE DISEASE, SEVERE CLASSIC FORM;;DESMIN-RELATED MYOPATHY WITH MALLORY BODIES;;MUSCULAR DYSTROPHY, CONGENITAL, EICHSFELD TYPE)	602771
ENSG00000137731	FXYD2	FXYD2 (HYPOMAGNESEMIA 2, RENAL; HOMG2;;MAGNESIUM WASTING, RENAL;;MAGNESIUM LOSS, ISOLATED RENAL)	154020
ENSG00000163531	NFASC	NFASC (NEURODEVELOPMENTAL DISORDER WITH CENTRAL AND PERIPHERAL MOTOR DYSFUNCTION; NEDCPMD)	618356
ENSG00000155657	TTN	TTN (TIBIAL MUSCULAR DYSTROPHY, TARDIVE; TMD;;TARDIVE TIBIAL MUSCULAR DYSTROPHY;;UDD MYOPATHY)	600334
ENSG00000155657	TTN	TTN (MYOPATHY, MYOFIBRILLAR, 9, WITH EARLY RESPIRATORY FAILURE; MFM9;;HEREDITARY MYOPATHY WITH EARLY RESPIRATORY FAILURE; HMERF;;MYOPATHY, PROXIMAL, WITH EARLY RESPIRATORY MUSCLE INVOLVEMENT; MPRM;;EDSTROM MYOPATHY;;MYOPATHY, DISTAL, WITH EARLY RESPIRATO /.../LURE, AUTOSOMAL DOMINANT)	603689
ENSG00000155657	TTN	TTN (CARDIOMYOPATHY, DILATED, 1G; CMD1G)	604145
ENSG00000155657	TTN	TTN (MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 10; LGMDR10;;MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J; LGMD2J)	608807
ENSG00000155657	TTN	TTN (SALIH MYOPATHY; SALMY;;MYOPATHY, EARLY-ONSET, WITH FATAL CARDIOMYOPATHY; EOMFC)	611705
ENSG00000155657	TTN	TTN (CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 9; CMH9)	613765
ENSG00000072274	TFRC	TFRC (IMMUNODEFICIENCY 46; IMD46)	616740
ENSG00000184144	CNTN2	CNTN2 (EPILEPSY, FAMILIAL ADULT MYOCLONIC, 5; FAME5;;CORTICAL MYOCLONIC TREMOR WITH EPILEPSY, FAMILIAL, 5; FCMTE5)	615400
ENSG00000110324	IL10RA	IL10RA (INFLAMMATORY BOWEL DISEASE 28, AUTOSOMAL RECESSIVE; IBD28;;INFLAMMATORY BOWEL DISEASE, EARLY-ONSET, AUTOSOMAL RECESSIVE)	613148
ENSG00000174231	PRPF8	PRPF8 (RETINITIS PIGMENTOSA 13; RP13)	600059
ENSG00000110921	MVK	MVK (POROKERATOSIS 3, MULTIPLE TYPES; POROK3;;POROKERATOSIS, DISSEMINATED SUPERFICIAL ACTINIC, 1; DSAP1)	175900
ENSG00000110921	MVK	MVK (HYPER-IgD SYNDROME; HIDS;;HYPERIMMUNOGLOBULINEMIA D AND PERIODIC FEVER SYNDROME;;PERIODIC FEVER, DUTCH TYPE)	260920
ENSG00000110921	MVK	MVK (MEVALONIC ACIDURIA; MEVA)	610377
ENSG00000166311	SMPD1	SMPD1 (NIEMANN-PICK DISEASE, TYPE A;;SPHINGOMYELIN LIPIDOSIS;;SPHINGOMYELINASE DEFICIENCY;;ACID SPHINGOMYELINASE DEFICIENCY, NEUROVISCERAL TYPE;;ASMD, NEUROVISCERAL TYPE NIEMANN-PICK DISEASE, INTERMEDIATE, PROTRACTED NEUROVISCERAL, INCLUDED)	257200
ENSG00000166311	SMPD1	SMPD1 (NIEMANN-PICK DISEASE, TYPE B;;ACID SPHINGOMYELINASE DEFICIENCY, VISCERAL TYPE;;ASMD, VISCERAL TYPE NIEMANN-PICK DISEASE, TYPE E, INCLUDED;;NIEMANN-PICK DISEASE, TYPE F, INCLUDED;;NIEMANN-PICK DISEASE, INTERMEDIATE, WITH VISCERAL INVOLVEMENT AND RAPI /.../RESSION, INCLUDED)	607616
